gpa,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,tech_total,soft_total,tech_soft_ratio,ds_score,da_score,da_score_v2,ba_score,mle_score,de_score,se_score,ce_score,is_data_engineer,is_data_analyst,is_software_dev,is_cloud_expert,is_heavy_ml,is_data_expert,dev_vs_data,ml_vs_dev,analytics_no_infra,infra_no_analytics,da_vs_ds,field_of_study_Computer Science,field_of_study_Cybersecurity,field_of_study_Data Science,field_of_study_Software Engineering
1.5204981927826056,0.7896012426473308,-0.9177800724781012,-0.883855549233885,-1.2511655544315996,1.0319972456447328,0.8727650027355588,-1.085699756540756,-0.7881217377235081,-0.7896012426473308,-0.9418223233194938,-0.8539873995133695,-1.5671365537004145,0.9307966863724891,1.2096124457187762,0.6845304043310894,0.6361061674024703,-1.4986423912522615,0.8326271173226973,-1.3907356648601208,0.9185039620051887,-1.1949290801386543,-0.643704841395179,-0.35847083245571715,0.31458122561101665,-2.023219016821569,-1.5325367144396909,-1.9018681986927615,-0.4444739472122054,-0.4986138038200621,-0.6813851438692469,-0.6199071199167754,1.5512396368311805,-0.7668299479115853,-0.8735628620245788,1.5992080043929595,0.752457447280693,-1.6249627329541836,-0.11849198670557093,0.0,0.0,0.0,0.0
1.5444881973635676,-1.2664620393038597,-0.9177800724781012,1.1314065979070762,0.7992547400765814,-0.9689948342597147,-1.1457837984630925,0.9210649573931824,1.2688395106173607,1.2664620393038595,-0.9418223233194938,1.170977464737575,0.6991479238077735,-0.5885276189260727,-1.7108116068463635,-0.07103301307792036,0.6361061674024703,0.3953078752938899,-0.4660580976610014,0.43391059584728203,-1.3078232694405658,0.28019778612740365,0.186466401010385,-0.07493813263542863,-1.241078124724165,0.8476937569168503,0.7504494398536224,1.1208355166030286,-0.4444739472122054,-0.4986138038200621,1.4675987714106855,-0.6199071199167754,-0.6446457247848346,-0.7668299479115853,0.7118570606035299,-0.7577946426045071,-0.15057158072248036,0.9886542162695567,-0.11849198670557093,0.0,1.0,0.0,0.0
-0.8545122607325932,0.7896012426473308,-0.9177800724781012,1.1314065979070762,0.7992547400765814,-0.9689948342597147,0.8727650027355588,-1.085699756540756,1.2688395106173607,1.2664620393038595,1.061771392798863,-0.8539873995133695,-1.5671365537004145,0.9307966863724891,-0.9807055937050786,1.4400938217400991,-1.6063420986098857,1.0266246308092737,-0.7907294014069262,1.1875688339655568,0.17639488485660382,-0.21151116929461564,0.186466401010385,-1.2090689319165826,-0.4632484495565741,0.36920829462711374,0.7504494398536224,0.11326761150443194,-0.4444739472122054,2.005560199775127,-0.6813851438692469,-0.6199071199167754,-0.6446457247848346,1.3040700910592227,-0.0808529007105244,-0.7577946426045071,0.752457447280693,-0.7537570832129369,1.3027815772362505,1.0,0.0,0.0,0.0
1.808378247754145,0.7896012426473308,-0.9177800724781012,-0.883855549233885,0.7992547400765814,1.0319972456447328,-1.1457837984630925,-1.085699756540756,-0.7881217377235081,-0.7896012426473308,-0.9418223233194938,1.170977464737575,-0.05628023536162255,0.17113453372320817,-0.2505995805637936,-0.07103301307792036,-0.8588593432724336,-0.8673256357368777,-0.4660580976610014,-0.5709670549770848,0.9185039620051887,-0.21151116929461564,0.186466401010385,-0.35847083245571715,0.31458122561101665,-0.10927716766262283,-0.9617901758663625,-0.8943002935941647,-0.4444739472122054,-0.4986138038200621,-0.6813851438692469,-0.6199071199167754,1.5512396368311805,-0.7668299479115853,-0.8735628620245788,1.5992080043929595,0.752457447280693,0.11744856652830996,-1.5397655506473924,0.0,0.0,1.0,0.0
0.03311790876298552,-1.2664620393038597,-0.9177800724781012,-0.883855549233885,-1.2511655544315996,1.0319972456447328,-1.1457837984630925,0.9210649573931824,1.2688395106173607,1.2664620393038595,1.061771392798863,1.170977464737575,1.4545760829771694,0.9307966863724891,-0.2505995805637936,-0.8265964304869301,-0.1113765879349817,0.3953078752938899,0.5079558135767727,-0.06852822956490158,-0.5657141922919809,-0.21151116929461564,-1.058790462597961,1.0591926666457254,1.0924109007786074,0.36920829462711374,-0.3910436372930342,1.624619469152327,-0.4444739472122054,-0.4986138038200621,1.4675987714106855,1.6131448855342287,-0.6446457247848346,-0.7668299479115853,0.7118570606035299,0.4207066808942263,-1.9566296367288274,1.8598598660108037,-1.5397655506473924,1.0,0.0,0.0,0.0
-0.7105722332468234,-1.2664620393038597,-0.9177800724781012,-0.883855549233885,0.7992547400765814,-0.9689948342597147,0.8727650027355588,-1.085699756540756,-0.7881217377235081,-0.7896012426473308,-0.9418223233194938,-0.8539873995133695,-0.05628023536162255,-1.3481897715753537,0.4795064325774913,0.6845304043310894,-0.8588593432724336,-2.129959146767645,-0.4660580976610014,-1.5758447058014515,-0.5657141922919809,0.771906741549423,1.016637643415949,0.20859456718485986,-2.0189077998917555,-1.066248092242096,-1.5325367144396909,-1.398084246143463,-0.4444739472122054,2.005560199775127,-0.6813851438692469,-0.6199071199167754,-0.6446457247848346,1.3040700910592227,-1.6662728233386332,0.4207066808942263,1.6554864752838665,-1.6249627329541836,1.3027815772362505,1.0,0.0,0.0,0.0
0.3209979637345251,0.7896012426473308,-0.9177800724781012,-0.883855549233885,0.7992547400765814,1.0319972456447328,0.8727650027355588,-1.085699756540756,-0.7881217377235081,-0.7896012426473308,-0.9418223233194938,-0.8539873995133695,0.6991479238077735,-0.5885276189260727,0.4795064325774913,-0.07103301307792036,-0.8588593432724336,-0.8673256357368777,-0.14138679391507675,-0.6965767613301306,1.6606130391537735,1.2636156969714423,1.431723264618731,0.49212726700514836,0.31458122561101665,-1.066248092242096,-1.5325367144396909,-1.9018681986927615,-0.4444739472122054,-0.4986138038200621,-0.6813851438692469,-0.6199071199167754,1.5512396368311805,1.3040700910592227,-1.6662728233386332,1.5992080043929595,1.6554864752838665,-1.6249627329541836,-0.11849198670557093,0.0,0.0,1.0,0.0
-0.5426422011800925,-1.2664620393038597,1.089585653456058,1.1314065979070762,-1.2511655544315996,1.0319972456447328,-1.1457837984630925,-1.085699756540756,1.2688395106173607,1.2664620393038595,1.061771392798863,1.170977464737575,0.6991479238077735,0.17113453372320817,-0.2505995805637936,-0.07103301307792036,-0.1113765879349817,1.0266246308092737,0.18328450983084793,0.52257627092002,-0.5657141922919809,-0.703220124716635,-1.058790462597961,0.20859456718485986,0.31458122561101665,-0.5877626299523594,1.3211959784269507,0.6170515640537303,-0.4444739472122054,-0.4986138038200621,1.4675987714106855,-0.6199071199167754,-0.6446457247848346,-0.7668299479115853,2.297276983231639,-0.7577946426045071,-1.0536006087256538,0.9886542162695567,-1.5397655506473924,0.0,1.0,0.0,0.0
-0.6625922240849001,-1.2664620393038597,-0.9177800724781012,-0.883855549233885,0.7992547400765814,1.0319972456447328,-1.1457837984630925,0.9210649573931824,1.2688395106173607,-0.7896012426473308,1.061771392798863,1.170977464737575,-0.05628023536162255,1.69045883902177,-1.7108116068463635,0.6845304043310894,-0.1113765879349817,0.3953078752938899,0.18328450983084793,0.07924789555632912,0.17639488485660382,-0.21151116929461564,-1.058790462597961,-0.35847083245571715,1.0924109007786074,1.3261792192065869,-1.5325367144396909,1.624619469152327,2.249850652152104,-0.4986138038200621,-0.6813851438692469,1.6131448855342287,-0.6446457247848346,-0.7668299479115853,-0.8735628620245788,1.5992080043929595,-1.0536006087256538,1.8598598660108037,-1.5397655506473924,1.0,0.0,0.0,0.0
1.808378247754145,0.7896012426473308,1.089585653456058,-0.883855549233885,0.7992547400765814,1.0319972456447328,0.8727650027355588,-1.085699756540756,-0.7881217377235081,-0.7896012426473308,-0.9418223233194938,-0.8539873995133695,-0.05628023536162255,-0.5885276189260727,1.2096124457187762,-0.07103301307792036,-0.8588593432724336,-0.2360088802214939,-0.14138679391507675,-0.22554036250620874,1.6606130391537735,0.771906741549423,1.016637643415949,0.20859456718485986,0.31458122561101665,-1.066248092242096,-0.3910436372930342,-1.9018681986927615,-0.4444739472122054,-0.4986138038200621,-0.6813851438692469,-0.6199071199167754,1.5512396368311805,1.3040700910592227,-0.8735628620245788,0.4207066808942263,1.6554864752838665,-1.6249627329541836,-0.11849198670557093,0.0,0.0,1.0,0.0
